"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.220515528896544,0.132404538196112,0.288822390425279,0.958714349403619,0.410212712836886,0.863822408353926,0.144114467499285,3.01860639561165,1.4156066684898,257.94224620176,137.585104473039
"2",0.153086457374421,0.100253874270294,0.0751525674149348,0.766054139061576,0.31190633741462,0.788735659513344,0.0790386513460891,2.27422768639528,1.16258753107628,181.068622733982,105.725370497825
"3",0.16147519914124,0.105173555685178,0.440523281976544,0.710704932886533,0.0394413247772988,0.893600940515925,0.132769649694275,2.483688884677,1.24659697545633,222.388851019053,113.811445457233
"4",0.206269709703721,0.125957809665624,0.495732409776673,0.856226413840735,0.427538761781603,0.846206206361658,0.123332024389751,3.08126333551977,1.39690800755432,265.438528236248,134.569966188424
"5",0.219415544532066,0.131522138898329,0.40950285359338,0.920808094912637,0.817271530589631,0.748120503452824,0.0756429553343589,3.32228362131323,1.52130216855528,268.555259621733,138.165992450087
"6",0.125589681633795,0.0887647438546521,0.89731560077015,0.46766279257432,0.133130184029479,0.83225356047386,0.0724116130056937,2.61712817634195,1.32783613422274,235.232034850623,131.178180615802
"7",0.18220971979841,0.114702430098212,0.391707495295445,0.796378365936394,0.200265101259095,0.874388298610725,0.131719489519413,2.69137090051769,1.28686492084854,235.308327765058,121.245211576673
"8",0.0915602532650205,0.0721498550017771,0.551207292671831,0.42832809956173,0.0936595226573159,0.782567024813114,0.0386495328943139,2.0581215808651,1.05998130305478,174.016749082219,92.1591605328221
"9",0.229090667293905,0.137638147562555,0.900052759654739,0.84286340640581,0.25732760927983,0.943226144842836,0.177693396773913,3.48789213181359,1.60605370009708,322.61021058736,164.224303312439
"10",0.186864113578197,0.11598222293367,0.0416663536544332,0.8955001879355,0.47594451342538,0.78768752337586,0.093249028995279,2.59689394389832,1.30678878949494,206.404109465816,123.116365986211
"11",0.151188040101564,0.0993604085367255,0.157283144961932,0.738128466101797,0.403067531745756,0.762520456836837,0.0615267996748925,2.3730748479595,1.16188999639973,187.241502916588,103.676068828379
"12",0.146509755603481,0.0978649379777383,0.337991227748439,0.680656261047691,0.0811713364254326,0.856374301436244,0.108076068818341,2.30864388905737,1.16628462948777,200.169211308282,103.870177051927
"13",0.215167003748715,0.130794950876899,0.553758291457674,0.878872746972853,0.0361802420573439,0.975040055058938,0.198137975063223,2.98795126523565,1.46073285903126,278.209580799494,141.58144766577
"14",0.178009166580368,0.111782963873331,0.436172881151467,0.762056569306718,0.937907149188606,0.655123937874322,0.00550393848122549,3.08655660645604,1.45741112226039,236.287688050767,120.34513010388
"15",0.145811851861104,0.096273981527572,0.0647569759572205,0.737836078495476,0.693415042296483,0.666844165019945,0.00766968344879107,2.41260777860659,1.22665794159392,174.140658624765,102.221940127641
"16",0.185674900436859,0.116718176489514,0.704665501038232,0.731841175490781,0.288413403427774,0.865233070843648,0.120493866440591,3.0130400941674,1.38801030467378,267.714789164218,135.728271175114
"17",0.261084596927348,0.152454702784287,0.75629485058814,0.993531315076975,0.342265752042891,0.958603086906592,0.203054838297261,3.6672891426235,1.65160254565762,336.032409149821,168.744641147545
"18",0.209413851375341,0.128031574526566,0.914680615527062,0.765068338622974,0.483938829384668,0.849777116740755,0.116592997836949,3.46750332401431,1.56592729788931,307.535484654089,157.773662043168
"19",0.141296584221466,0.0953063098581231,0.769020983002743,0.550428611226228,0.648219242626536,0.699718499142149,0.00740400626966136,2.91139423634691,1.35398003295036,236.600208115056,124.494017573292
"20",0.245643636109656,0.14487487879422,0.905397509460668,0.896863658715154,0.710705654610351,0.834831993488619,0.123417186038053,3.86173451721672,1.70959567897944,337.239365750518,170.088518846077
"21",0.0736336573029849,0.0630534711673446,0.103671705761102,0.472780355336479,0.0179375350221377,0.76256219630347,0.0306993920368997,1.52433831293042,0.909083084072543,116.78580945385,66.8866232204832
"22",0.196478958208028,0.121816042692592,0.473536052208136,0.830301649288848,0.0349146610222,0.945880210131299,0.1759067550899,2.778834328641,1.3762019992672,254.938909350701,130.560495406558
"23",0.121857707738993,0.0856560026799755,0.171061507149918,0.62926357767195,0.277458716551749,0.757958614445124,0.0464747090477773,2.08973083528549,1.04931665398325,163.80952329076,89.5093511389499
"24",0.135621102701529,0.0929066186480749,0.568301835274206,0.583568744226506,0.201138221112814,0.814487085543851,0.0744629325146045,2.47048654002159,1.18318836341875,212.737444847403,108.724446633277
"25",0.11887838008698,0.0853439171944653,0.896062129219677,0.441547521170166,0.309625003150716,0.771241500748149,0.035321359920022,2.65801981149017,1.30814215582495,229.547049135883,129.168327798279
"26",0.23037671477866,0.137999772208348,0.939783575940294,0.835336487336874,0.486374523181742,0.879783926014493,0.14156601975572,3.65122101921613,1.63820586488647,327.533013307148,166.891835050141
"27",0.194656685658787,0.120906643284564,0.47177465351523,0.823734243825688,0.066839845897778,0.933922834583638,0.168463954976653,2.78029886174234,1.36333363484338,253.254451605941,129.560897068201
"28",0.142656769886832,0.0952179714682404,0.0459829719146359,0.734743771378021,0.347680301304919,0.762410212976091,0.0605999367761196,2.18929193570486,1.13013430019311,169.56592559998,101.054508722298
"29",0.173394688223605,0.110419736224018,0.800332238322031,0.658622505655733,0.754196508219205,0.715605828173715,0.0288954884427249,3.24146699326103,1.48267075113941,266.595068831739,137.340617932188
"30",0.214762840710209,0.129880832633979,0.165620928540878,0.970984242230114,0.117871517851382,0.936265927911145,0.18545981711695,2.72084610699466,1.39932688293997,241.378547194176,135.925797288514
"31",0.230909150546769,0.137030050861027,0.29620539640217,0.992256878346568,0.639374833968953,0.812087574035838,0.11912646379131,3.22699034795263,1.49227515583444,267.482181042862,142.351969928709
"32",0.165588793218318,0.105930599303749,0.378458157353724,0.731846175433986,0.84695034514669,0.661839975683802,0.00552185857527515,2.89613590471554,1.36852397609711,220.367656085679,113.054340464461
"33",0.0953152840673524,0.0737611320001317,0.523421591227932,0.447763286628571,0.18517968239295,0.760203407620495,0.0282853425071943,2.11392972644463,1.04975646095487,174.601321436717,91.2595884925309
