"FDP","FDS","EIP","EDC","LUM","DI","PI","L1","L2","L1W","L2W"
0.216857216381083,0.136363206824438,0.396754368673171,0.964384740661094,0.434776614712758,0.9861457271514,0.124321018570199,3.25960289297414,1.52644808267153,302.915464401855,158.151992902615
0.176768113404076,0.117435977753481,0.476863925687465,0.798273228929327,0.478958662357744,0.919281008310115,0.0681534260186116,3.03573434246082,1.41024869735799,265.814843586901,141.316281825374
0.123991790549364,0.0927209400773786,0.30744361485388,0.651717329283659,0.0680105614335479,0.957757255357895,0.072004193476865,2.27364568503259,1.21257461254595,232.905374794595,136.558002535852
0.212886169870995,0.134618429025136,0.62395443229551,0.892784634368768,0.59830651861492,0.941278134151028,0.0919716092658305,3.49579992759219,1.58185339796728,294.5603579602,150.290046166002
0.219678066979914,0.137345132273878,0.528589604943811,0.937964437027952,0.849880886343579,0.874084133798886,0.0592554670058728,3.60679772837389,1.64807105379482,290.702906734815,146.592818303522
0.100529390329908,0.0820099250683903,0.615455788607527,0.490556376652535,0.12740481481066,0.918536754845033,0.0328173440975167,2.36731039441157,1.2236347116058,211.442909542317,126.003206661087
0.182989515637299,0.120496633286586,0.508168102976556,0.813850013661341,0.431954378139783,0.942978649889939,0.0833180844980784,3.08375537808958,1.43224526155011,273.323160973485,144.822072035849
0.113135264505533,0.0878179190227462,0.504998625874429,0.56347249950466,0.120280331904958,0.934427418760124,0.0496348744111022,2.37376693398355,1.21783497434628,222.365573339375,130.477224558976
0.216569337508326,0.136740987001517,0.827849487551236,0.857030562050084,0.556933147459953,0.966129596810975,0.102592943611532,3.66384606199362,1.65515641993569,300.578083535735,151.745040434001
0.190380733660495,0.123286699522271,0.0430509987511064,0.954197991820087,0.41606572712922,0.940859972926997,0.0963478557330035,2.76418997954318,1.42527285716359,277.860327126097,151.542952276153
0.118888026395763,0.0896152618200408,0.0398348607793036,0.696087554803038,0.264091223446505,0.883443356696438,0.0344840222737218,2.12644430621481,1.16605979462507,219.472188417262,129.947164649476
0.121689525677071,0.0914874166235657,0.228186692879146,0.662475194003939,0.0811354892638108,0.947721974185113,0.0673036302161053,2.19999992284875,1.19306769470526,229.896760635687,135.706392191823
