fdp,fds,eip,edc,lum,di,pi,fx,fy,fz,tx,alpha,a.l1,a.l2,a.l3,aFo.l1,aFo.l2,aFo.l3
0,0,0,0,0,0,0,0,0,0,0,0.5,1.88,.92,0.76,160.1,85.1,73.07
1,1,1,1,1,1,1,0,0,0,0,0.5,4.96,1.998,1.50,452.9,202.71,161.81
0.33600954804666494,0.15256002887774675,0.5,1.0,0.5,0.44099877385466757,0.400213335752996,0.0,0.0,4.028419614785416,0.0,0.1,3.3297816865320753,1.41096690657349,1.1295972980209563,295.94411602461713,131.20526893861054,105.9438837121705
0.2737761094539373,0.12336383402218722,0.9281414664707299,0.6657704669450516,0.7867033390618743,0.2849136672022887,0.27630634358439865,0.0,0.0,4.028419614785416,0.0,0.1,3.3389752267404673,1.4735304635621875,1.181226406073365,231.95813096174405,94.3731277719394,73.18234426194542
0.32788036609202065,0.14875520437400472,0.5418765243691188,0.9600164311713453,0.5144574284104506,0.4267890574505834,0.3878426419435864,0.0,0.0,4.028419614785416,0.0,0.1,3.3076176538111097,1.3936041838321038,1.1064829727622052,288.3634792554338,126.86134770068247,102.11668228457259
0.3283410437225889,0.14886697671780433,0.3923843900173915,0.9991484964022579,0.4188138045847407,0.4497684505953443,0.40455329523043754,0.0,0.0,4.028419614785416,0.0,0.1,3.141876457270565,1.3504045600802892,1.0989563545763226,291.4861680674238,131.00547100233698,106.0635997853304
0.2955690901470419,0.1328074064844529,0.2634746634190021,0.908378405709433,0.6634514159550595,0.3271406954133837,0.32504993990226677,0.0,0.0,4.028419614785416,0.0,0.1,2.9158716170306396,1.2854631071521412,1.0499284192063545,252.25556071513302,113.12620051194338,92.73023312185441
0.30086456273855533,0.13589837393854698,0.5815532530706085,0.8509055696536797,0.6035488247949817,0.3639160040338071,0.34031022841959263,0.0,0.0,4.028419614785416,0.0,0.1,3.176996816649772,1.3355708222501703,1.047683443116735,261.0658721038033,112.75559136552742,90.32688587119452
0.30595347786673677,0.1384860332788158,0.3893112727607649,0.9201889642887396,0.2482285101146271,0.46755169548428405,0.4053585984139364,0.0,0.0,4.028419614785416,0.0,0.1,2.8750785522079045,1.2472507701426807,1.017550050777631,277.78211755421216,125.45780983937408,100.90415235920705
0.21784927069722956,0.09705575650555015,0.7291644772258652,0.5144874999861085,0.4151787467630554,0.30632868857594486,0.2699578255611209,0.0,0.0,4.028419614785416,0.0,0.1,2.5500222653148747,1.0919451597467213,0.8685004657923288,194.58391818063382,80.35953044773923,62.01094649362266
0.15489140287741668,0.06554650767171391,0.004415003787015204,0.45703657468945147,0.8151137159555129,0.07346271868358796,0.13019860796181124,0.0,0.0,4.028419614785416,0.0,0.1,1.7006645316265092,0.961222363819101,0.8634037686350556,119.08704713331007,54.82517894116451,45.56749097755881
0.31330209051422336,0.1414199353868545,0.26678826913307624,0.9738936025507474,0.5108121877121876,0.39693580529778794,0.37160006863733175,0.0,0.0,4.028419614785416,0.0,0.1,2.9747519592322087,1.3016820899650132,1.0695264605172128,273.8574828221315,123.94020908849298,101.15283698014622
0.2623535448080743,0.11703966182294924,0.2266975884043652,0.7964878285339676,0.6438158126235134,0.2843048510203793,0.2880599382372088,0.0,0.0,4.028419614785416,0.0,0.1,2.6187592254504577,1.1604390976777377,0.9473949991318811,223.02312757514935,99.5588026005275,81.43837913390671
0.3158387874368568,0.1430199730799738,0.8207417267193184,0.8443845420084484,0.8625024266221605,0.31860740090474626,0.31527636714505036,0.0,0.0,4.028419614785416,0.0,0.1,3.620371223916554,1.5657686255098422,1.2373956298047755,266.1893014854906,111.62943085421337,88.74515381184635
0.3358456814170121,0.1527941642001025,0.6375344939663957,0.9666990455411125,0.4296228124936247,0.4663735791260256,0.4111267980017304,0.0,0.0,4.028419614785416,0.0,0.1,3.3999965747460035,1.431153721423404,1.1329398731459093,299.2160309559608,131.25826726373347,105.01366562999247
0.33844763978501025,0.15333305689706012,0.5841106854923592,0.984188814892929,0.8811802332691749,0.33651213904156196,0.3403994718558564,0.0,0.0,4.028419614785416,0.0,0.1,3.6181720412339518,1.56635295228966,1.250771285879298,284.3827438985901,123.58689710223886,100.51341220265448
0.32990629568627705,0.15024891218761474,0.5459493822613565,0.970734887275025,0.12374470525570536,0.5436663866501736,0.4543641610032031,0.0,0.0,4.028419614785416,0.0,0.1,3.1186147303193557,1.3744571771312621,1.111494701850347,304.78698012137767,137.48911552638208,109.90067172269943
0.10935323453074766,0.04559226629308071,0.5232249347593376,0.17133850130292416,0.22076388568209784,0.20118687531448312,0.17076514852574687,0.0,0.0,4.028419614785416,0.0,0.1,1.4422248464084182,0.6599481699360983,0.557800611091962,103.46778395945412,42.685731568427435,33.004831735857465
0.3371877607867515,0.15314240086833203,0.5194342297650043,0.9995100703843447,0.5047777689617987,0.44200139822947826,0.4007995733451101,0.0,0.0,4.028419614785416,0.0,0.1,3.3568532023408197,1.4201361240697556,1.134437551422327,296.9330263222078,131.3849000907311,106.00404655579062
0.3180092209404572,0.1436113003946878,0.2466142310654354,0.9959045534162845,0.5159260583734527,0.40138549817034624,0.3765389833032464,0.0,0.0,4.028419614785416,0.0,0.1,2.99798984566391,1.320405297808503,1.0895055481064377,277.76702467580833,126.15507453044067,103.13723329234342
