FDP,FDS,EIP,EDC,LUM,DI,PI,L1,L2,L1W,L2W
0.197671022,0.094809121,0.465974449,0.610496177,0.559267267,0.162898924,0.144483821,2.235600782,0.999045486,212.2781777,105.0010694
0.115277625,0.055479849,0.297004719,0.351107165,0.578456063,0.033970175,0.0418308,1.473126395,0.751911028,127.0755122,63.19423826
0.205241127,0.098988867,0.94161783,0.521009425,0.674985492,0.157576295,0.133213034,2.73263207,1.306980907,263.4602176,141.0286336
0.081789927,0.040133677,0.418064666,0.202272555,0.335645279,0.061632217,0.040618487,1.180156808,0.584892042,110.1904025,60.54596449
0.155468591,0.075369592,0.812494065,0.372389602,0.552570201,0.11773811,0.093264158,2.179294319,1.075437572,209.3851772,116.1796171
0.112402583,0.054910843,0.768374337,0.226283473,0.54157224,0.058115278,0.042919522,1.804578275,0.977636351,169.0009536,102.8134777
0.081003771,0.040026454,0.528385046,0.17329784,0.268248985,0.084245743,0.050373351,1.22558119,0.631647816,119.8812865,71.36816592
0.197944237,0.095330019,0.351279883,0.644101889,0.136876302,0.282115813,0.214447448,1.922095592,0.854895722,201.5261907,101.7510818
0.078556502,0.039886999,0.976169927,0.057937975,0.036466489,0.164916398,0.084019348,1.437953638,0.999806534,159.860292,123.0465853
0.174239315,0.084110284,0.511945058,0.516605367,0.315474143,0.202350527,0.155875627,1.960600322,0.855084562,196.78514,98.19299082
0.245613417,0.117789885,0.572985184,0.75998677,0.48723643,0.25597717,0.214169855,2.653758711,1.152772612,262.6461216,130.1562175
0.180967604,0.086725966,0.109082459,0.639721688,0.268918135,0.210535151,0.17293602,1.668887023,0.779719417,164.5110878,90.70632706
0.138696478,0.066601199,0.121052496,0.481784339,0.354649811,0.125935518,0.107517387,1.396237227,0.650875195,130.117147,69.3176399
0.25988449,0.124589028,0.248844575,0.895408998,0.082212427,0.382254519,0.298932955,2.292126993,1.090404321,243.9660418,130.4652562
0.22858036,0.109228176,0.660789902,0.671366557,0.952311357,0.099511516,0.116941765,2.838729633,1.371871336,256.7880896,127.8882747
0.297162444,0.142345872,0.607620649,0.940083352,0.429554024,0.347314623,0.286107128,3.050188092,1.322319486,309.2431605,154.1075185
0.165828016,0.078738715,0.09417233,0.581692282,0.852600388,0.018388769,0.058874856,1.850295356,1.054355193,150.632189,83.46384309
0.286006804,0.136273279,0.541273932,0.909983365,0.93336576,0.182195063,0.190142392,3.179240594,1.470353122,293.8393548,146.2922618
0.275337792,0.132830564,0.790546472,0.820397595,0.033568534,0.43847718,0.323983301,2.815141438,1.299932714,307.923037,154.9368541
0.08553638,0.041828623,0.152202889,0.283428916,0.085366053,0.130025088,0.087043109,0.865431058,0.379913365,88.21043757,44.50129402
0.213995919,0.10167843,0.154133264,0.742855202,0.834974029,0.09418924,0.120058778,2.261884862,1.162837488,196.7862088,106.4823874
0.213730763,0.101412838,0.117630788,0.750100127,0.895802169,0.07473366,0.109874556,2.263284901,1.205226813,193.1550001,106.7631119
0.200903328,0.097387536,0.732097721,0.562629606,0.096185963,0.312301232,0.223525975,2.225031361,1.029132298,239.8358457,123.2932059
0.056113687,0.027527037,0.052665406,0.198744095,0.236363281,0.040527725,0.026867434,0.638808665,0.323127374,54.15976355,28.78126267
0.129564524,0.062739092,0.728787837,0.296503941,0.719030222,0.029321642,0.034775062,2.000722321,1.076495695,179.7911331,102.4126933
0.190023053,0.091393278,0.913602457,0.46956645,0.926893486,0.06150964,0.073510114,2.726498477,1.402833667,248.1343228,134.8066849
0.141476009,0.068303572,0.601512268,0.371900909,0.629244221,0.067689035,0.064358896,1.944484909,0.964095584,177.7933126,93.49331118
0.14339831,0.069880157,0.519850921,0.405296264,0.042784861,0.238282897,0.163129704,1.582623115,0.73836098,171.4642669,88.11851332
0.204604051,0.098484484,0.453823113,0.642080572,0.256842149,0.260424303,0.202538282,2.118796955,0.91901869,216.8321213,107.9082176
0.169456172,0.08113342,0.271894689,0.554890125,0.560666811,0.115203305,0.110604164,1.863848685,0.870046064,170.2796462,85.76823081
0.232163495,0.110849413,0.583811402,0.703535099,0.919124647,0.111418104,0.126974836,2.787876995,1.332408192,252.5430573,125.0422934
0.30643283,0.146996502,0.534678616,0.994689109,0.153918413,0.438100122,0.342795292,2.917610884,1.31298435,310.0542356,156.9058376
0.284031969,0.135643512,0.58783237,0.893355126,0.761778855,0.231115398,0.215740713,3.109497944,1.38671158,296.4833498,147.0621335
0.252934821,0.122511974,0.96932283,0.695332228,0.023406597,0.416237137,0.297893253,2.77763884,1.328382654,305.8976234,158.9671943
0.17440059,0.084699202,0.909042477,0.419590386,0.399296737,0.192881972,0.14108584,2.320997203,1.120959585,234.3287377,130.0189978
0.028172775,0.014703708,0.152253293,0.07477001,0.046173451,0.059941194,0.023826261,0.399840693,0.189931959,39.94331833,22.02172768
0.247566238,0.11798941,0.346110858,0.819322218,0.758847671,0.17119133,0.172702581,2.633730307,1.225265117,243.0586874,123.7700892
0.218444048,0.105030563,0.301198736,0.73156131,0.087445684,0.32378979,0.247599066,2.015069197,0.926522382,214.0355795,110.5535341
0.194413326,0.093733271,0.295610368,0.646127597,0.015889972,0.310288932,0.230176576,1.786240043,0.837234613,193.2631082,99.28381397
0.258149865,0.123274224,0.063730348,0.932504921,0.2306437,0.32967212,0.273060719,2.211035898,1.091745049,225.1519218,130.8179818
0.098652405,0.048316762,0.7140185,0.18945031,0.536947564,0.037909677,0.02715356,1.652448777,0.921014544,152.316809,94.70435924
0.209438523,0.100326614,0.355933878,0.681123841,0.473868036,0.200422675,0.173119651,2.194233219,0.969143495,211.7831675,106.3343545
0.23601992,0.112171551,0.013112883,0.859760445,0.627731307,0.180641721,0.181226461,2.210664287,1.125685962,201.9492783,119.8918445
0.045217055,0.022967483,0.371371885,0.082263472,0.16208334,0.058510164,0.024826436,0.767239835,0.421387284,74.95373069,48.36608229
0.315354278,0.150925256,0.842683247,0.945803704,0.732364554,0.293643583,0.257798162,3.538572785,1.554326459,346.8025557,171.9834147
0.092782169,0.045020964,0.303904598,0.268977131,0.439491853,0.04275639,0.037288654,1.230221758,0.609683328,108.7397754,54.7769619
0.220276934,0.104613006,0.097362196,0.779964352,0.799381404,0.111379702,0.133698884,2.246676477,1.160422792,196.7112809,110.1552778
0.252271965,0.121403923,0.754541201,0.741474321,0.359503594,0.309392443,0.242636615,2.781224061,1.217101349,285.276609,142.7690419
0.22948443,0.110046583,0.339341521,0.760264258,0.290344064,0.281767873,0.227607757,2.238856485,0.986623466,227.0026702,115.753866
0.231683559,0.110557337,0.126331054,0.818536743,0.434509044,0.234983375,0.207298127,2.163899239,1.019239883,208.8704357,115.7247377
0.203546097,0.097571925,0.494316718,0.624474256,0.607546626,0.158229466,0.143610241,2.329295329,1.048828764,219.9090681,108.7592317
0.158120126,0.075609924,0.454928767,0.465398636,0.886314739,0.010992594,0.042862536,2.094227321,1.114354862,178.1138939,89.24075889
0.206397119,0.099467185,0.392615996,0.665398069,0.087326765,0.310097842,0.232707471,1.994010447,0.898518116,212.5048474,107.0573568
0.271745905,0.129904257,0.480028424,0.87688053,0.576017969,0.263789955,0.231626241,2.82999328,1.24302062,275.9202395,138.1952195
0.167473993,0.080175588,0.39503355,0.515943997,0.717765236,0.071176258,0.082048702,2.029617324,0.991821738,180.2706775,89.32113237
0.293945665,0.140646385,0.985742884,0.829985381,0.999043073,0.190821838,0.187623482,3.627808708,1.684177197,342.3755154,172.7017643
0.164630658,0.078913233,0.241063314,0.545747118,0.476019741,0.1318691,0.118724256,1.756967421,0.804587902,163.2812173,82.87618807
0.203421569,0.097902011,0.450960818,0.638322305,0.269917993,0.254827756,0.198967064,2.114319515,0.916060568,215.5738633,107.2410114
0.195581871,0.093734344,0.399731605,0.619167741,0.544893659,0.161662054,0.144511315,2.159282588,0.966498671,204.2803021,101.3908097
0.228759765,0.109770372,0.762287507,0.649745304,0.732974157,0.16744455,0.152815499,2.803797153,1.286962756,266.3932832,134.2298196
0.24399888,0.117601573,0.539588769,0.767386985,0.022771499,0.387787172,0.288488418,2.367623297,1.089737311,257.9383545,129.4629219
0.020649781,0.010966863,0.028066207,0.077773332,0.029016685,0.049645463,0.017893727,0.234012057,0.104928138,21.9201374,11.41899507
0.192424195,0.092373801,0.216779272,0.655670712,0.231969845,0.241574348,0.192569213,1.823361388,0.819578186,184.2672523,96.39077938
0.205131301,0.097224405,0.026931469,0.741073474,0.874490468,0.065361146,0.103212102,2.113424365,1.17520425,177.375959,104.1164571
0.269511275,0.129298232,0.880828547,0.769693804,0.708283334,0.236938483,0.205971206,3.200524882,1.434528182,311.818413,156.8312705
0.272621796,0.130638323,0.901650452,0.774598608,0.831144374,0.206329316,0.189532889,3.306515757,1.507866383,316.4492057,159.3333921
0.162860205,0.079352018,0.67752392,0.437867118,0.040949493,0.272318419,0.186567505,1.857438679,0.891194749,202.6733737,106.778173
0.22758611,0.108487828,0.438604265,0.72249695,0.892511943,0.107283513,0.1262349,2.623205511,1.265686834,235.0153375,117.0132202
0.188177667,0.090104722,0.377706147,0.596830905,0.609021285,0.131638286,0.125073383,2.118552395,0.972768047,196.0075995,97.33920828
0.196000593,0.094340723,0.507871345,0.596312939,0.369601231,0.217347056,0.173431324,2.154905212,0.935287157,214.7314992,106.5301332
0.326682922,0.157167478,0.933633628,0.970944875,0.192481306,0.470432523,0.35981213,3.411154861,1.52762876,364.6512772,182.8203844
0.243226567,0.11665986,0.67437989,0.725300075,0.604613744,0.222143205,0.191705355,2.778028696,1.226895858,270.2327348,134.1694172
0.202220954,0.097956958,0.754575907,0.561220283,0.162828254,0.295587873,0.214125921,2.288516151,1.046220353,243.0893037,125.2144149
0.206340909,0.099957851,0.876930529,0.54527042,0.26910758,0.275010508,0.201316024,2.473933821,1.143447829,258.117047,136.0549048
0.251011809,0.12019215,0.453450954,0.809034099,0.462848803,0.266320667,0.225096415,2.587954897,1.128464058,255.927107,128.1417994
0.170265493,0.08132607,0.369173393,0.531338503,0.814690668,0.045939935,0.069622204,2.082356267,1.060609485,180.2283425,89.60668697
0.28076773,0.134370264,0.794048022,0.830830207,0.800028735,0.222979757,0.204861428,3.267886142,1.466087014,313.1613325,155.5742472
0.205405944,0.098794083,0.554485982,0.618621091,0.425888854,0.216037794,0.175473436,2.294707184,1.00047149,227.0552344,112.7123004
0.289664276,0.138651973,0.59475959,0.914892768,0.518930038,0.310139988,0.262385673,3.029424307,1.314617415,301.7651075,150.110169
0.100606724,0.048681834,0.006045447,0.373477132,0.127050225,0.133870785,0.098959178,0.888691325,0.442571367,87.15140202,52.05660288
